ID_Loja,Nome_Loja,Cidade,Pais,Regiao
1763,Loja 1763,Cingapura,Chile,Outros
1764,Loja 1764,Trípoli,Portugal,Outros
1765,Loja 1765,Madri,Turquia,Outros
1766,Loja 1766,Taipei,Estados Unidos,Noroeste do Pacífico
1767,Loja 1767,Abu Dhabi,Rússia,Outros
1768,Loja 1768,Cidade do México,Peru,Outros
1769,Loja 1769,Santiago,Argentina,Outros
1770,Loja 1770,Riyadh,Austrália,Outros
1771,Loja 1771,Beirute,Austrália,Outros
1772,Loja 1772,Nairobi,Argentina,Outros
1773,Loja 1773,Amã,Alemanha,Outros
1774,Loja 1774,Cingapura,Argentina,Outros
1775,Loja 1775,Hanói,Turquia,Outros
1776,Loja 1776,Mumbai,Canadá,Alberta
1777,Loja 1777,Toronto,Turquia,Outros
1778,Loja 1778,Dakar,Brasil,Sudeste
1779,Loja 1779,Cairo,Turquia,Outros
1780,Loja 1780,Cabul,Brasil,Centro-Oeste
1781,Loja 1781,Amã,Brasil,Centro-Oeste
1782,Loja 1782,Osaka,Reino Unido,Outros
1783,Loja 1783,Kinshasa,França,Outros
1784,Loja 1784,Colombo,Canadá,Quebec
1785,Loja 1785,Londres,Itália,Outros
1786,Loja 1786,Nairobi,Coreia do Sul,Outros
1787,Loja 1787,Nova Deli,Canadá,Colúmbia Britânica
1788,Loja 1788,Seul,Japão,Outros
1789,Loja 1789,Cairo,Japão,Outros
1790,Loja 1790,Trípoli,Estados Unidos,Nordeste
1791,Loja 1791,Nova York,Estados Unidos,Sul
1792,Loja 1792,Katmandu,França,Outros
1793,Loja 1793,Lagos,China,Outros
1794,Loja 1794,Dhaka,Japão,Outros
1795,Loja 1795,Seul,Índia,Outros
1796,Loja 1796,Katmandu,Brasil,Centro-Oeste
1797,Loja 1797,Phnom Penh,Índia,Outros
1798,Loja 1798,Yangon,México,Centro
1799,Loja 1799,Nova Deli,Coreia do Sul,Outros
1800,Loja 1800,Berlim,Índia,Outros
1801,Loja 1801,Kyoto,Alemanha,Outros
1802,Loja 1802,Sydney,Índia,Outros
1803,Loja 1803,Yangon,China,Outros
1804,Loja 1804,Cingapura,Canadá,Colúmbia Britânica
1805,Loja 1805,Cidade do México,Japão,Outros
1806,Loja 1806,Katmandu,Brasil,Sul
1807,Loja 1807,Amã,Rússia,Outros
1808,Loja 1808,Bangkok,França,Outros
1809,Loja 1809,Cabul,China,Outros
1810,Loja 1810,Rio de Janeiro,Argentina,Outros
1811,Loja 1811,Riyadh,Austrália,Outros
1812,Loja 1812,Buenos Aires,Alemanha,Outros
1813,Loja 1813,Berlim,Estados Unidos,Noroeste do Pacífico
1814,Loja 1814,Moscou,Coreia do Sul,Outros
1815,Loja 1815,Hanói,Chile,Outros
1816,Loja 1816,Dakar,Coreia do Sul,Outros
1817,Loja 1817,Katmandu,Japão,Outros
1818,Loja 1818,Casablanca,Coreia do Sul,Outros
1819,Loja 1819,Dubai,França,Outros
1820,Loja 1820,Cabul,França,Outros
1821,Loja 1821,Roma,México,Centro
1822,Loja 1822,Moscou,Rússia,Outros
1823,Loja 1823,Argel,Reino Unido,Outros
1824,Loja 1824,Bogotá,Estados Unidos,Nordeste
1825,Loja 1825,Londres,Japão,Outros
1826,Loja 1826,Phnom Penh,China,Outros
1827,Loja 1827,Tóquio,Turquia,Outros
1828,Loja 1828,Doha,França,Outros
1829,Loja 1829,Cingapura,Estados Unidos,Meio-Oeste
1830,Loja 1830,Jerusalém,Alemanha,Outros
1831,Loja 1831,Istambul,Turquia,Outros
1832,Loja 1832,Dubai,Estados Unidos,Oeste
1833,Loja 1833,Damasco,Japão,Outros
1834,Loja 1834,Bangkok,Chile,Outros
1835,Loja 1835,Manila,Austrália,Outros
1836,Loja 1836,Los Angeles,China,Outros
1837,Loja 1837,Colombo,Estados Unidos,Oeste
1838,Loja 1838,Mumbai,Espanha,Outros
1839,Loja 1839,Seul,Índia,Outros
1840,Loja 1840,Nova Deli,China,Outros
1841,Loja 1841,Johannesburg,Estados Unidos,Sul
1842,Loja 1842,Tóquio,China,Outros
1843,Loja 1843,Kyoto,Argentina,Outros
1844,Loja 1844,Kuala Lumpur,Peru,Outros
1845,Loja 1845,Jerusalém,Chile,Outros
1846,Loja 1846,Islamabad,Chile,Outros
1847,Loja 1847,Kinshasa,França,Outros
1848,Loja 1848,Abu Dhabi,Reino Unido,Outros
1849,Loja 1849,Roma,Japão,Outros
1850,Loja 1850,Damasco,China,Outros
1851,Loja 1851,Phnom Penh,China,Outros
1852,Loja 1852,Los Angeles,Austrália,Outros
1853,Loja 1853,Damasco,Turquia,Outros
1854,Loja 1854,Paris,Chile,Outros
1855,Loja 1855,Teerã,Alemanha,Outros
1856,Loja 1856,Islamabad,Alemanha,Outros
1857,Loja 1857,Nova Deli,Índia,Outros
1858,Loja 1858,Taipei,Índia,Outros
1859,Loja 1859,Sydney,Rússia,Outros
1860,Loja 1860,Túnis,Portugal,Outros
1861,Loja 1861,Riyadh,Peru,Outros
1862,Loja 1862,Jacarta,China,Outros
1863,Loja 1863,Paris,Canadá,Quebec
1864,Loja 1864,Cidade do México,França,Outros
1865,Loja 1865,Bogotá,Turquia,Outros
1866,Loja 1866,Osaka,Chile,Outros
1867,Loja 1867,Jerusalém,Índia,Outros
1868,Loja 1868,São Paulo,Espanha,Outros
1869,Loja 1869,Jerusalém,Chile,Outros
1870,Loja 1870,Kuala Lumpur,Índia,Outros
1871,Loja 1871,Mumbai,China,Outros
1872,Loja 1872,Cabul,Rússia,Outros
1873,Loja 1873,Hong Kong,Reino Unido,Outros
1874,Loja 1874,Abu Dhabi,Índia,Outros
1875,Loja 1875,Kinshasa,Coreia do Sul,Outros
1876,Loja 1876,Trípoli,Chile,Outros
1877,Loja 1877,Istambul,Rússia,Outros
1878,Loja 1878,Cairo,Estados Unidos,Sul
1879,Loja 1879,Kyoto,Reino Unido,Outros
1880,Loja 1880,Bogotá,México,Norte
1881,Loja 1881,Túnis,Peru,Outros
1882,Loja 1882,Osaka,Índia,Outros
1883,Loja 1883,São Paulo,Índia,Outros
1884,Loja 1884,Lagos,Argentina,Outros
1885,Loja 1885,Lima,Peru,Outros
1886,Loja 1886,Buenos Aires,Alemanha,Outros
1887,Loja 1887,Amã,Argentina,Outros
1888,Loja 1888,Lagos,China,Outros
1889,Loja 1889,Madri,Turquia,Outros
1890,Loja 1890,Lima,Reino Unido,Outros
1891,Loja 1891,Riyadh,Portugal,Outros
1892,Loja 1892,Túnis,Índia,Outros
1893,Loja 1893,Jacarta,Japão,Outros
1894,Loja 1894,Taipei,México,Sul
1895,Loja 1895,Riyadh,Rússia,Outros
1896,Loja 1896,Manila,Japão,Outros
1897,Loja 1897,São Paulo,Índia,Outros
1898,Loja 1898,Kinshasa,Rússia,Outros
1899,Loja 1899,Londres,Turquia,Outros
1900,Loja 1900,Bagdá,Turquia,Outros
1901,Loja 1901,Kinshasa,Peru,Outros
1902,Loja 1902,Toronto,Portugal,Outros
1903,Loja 1903,Yangon,Argentina,Outros
1904,Loja 1904,Cidade do México,Chile,Outros
1905,Loja 1905,Amã,Brasil,Sul
1906,Loja 1906,Cairo,Coreia do Sul,Outros
1907,Loja 1907,Los Angeles,Reino Unido,Outros
1908,Loja 1908,Santiago,Peru,Outros
1909,Loja 1909,Kinshasa,Canadá,Ontário
1910,Loja 1910,Katmandu,Chile,Outros
1911,Loja 1911,Nairobi,Chile,Outros
1912,Loja 1912,Doha,China,Outros
1913,Loja 1913,Bangkok,Itália,Outros
1914,Loja 1914,Paris,Estados Unidos,Noroeste do Pacífico
1915,Loja 1915,Seul,Argentina,Outros
1916,Loja 1916,Hong Kong,Canadá,Ontário
1917,Loja 1917,Osaka,Alemanha,Outros
1918,Loja 1918,Nova Deli,Índia,Outros
1919,Loja 1919,Seul,Portugal,Outros
1920,Loja 1920,Beirute,Rússia,Outros
1921,Loja 1921,Kuala Lumpur,Chile,Outros
1922,Loja 1922,Argel,Índia,Outros
1923,Loja 1923,Los Angeles,França,Outros
1924,Loja 1924,Katmandu,Turquia,Outros
1925,Loja 1925,Dubai,Reino Unido,Outros
1926,Loja 1926,Kinshasa,México,Sudeste
1927,Loja 1927,Yangon,Espanha,Outros
1928,Loja 1928,Mumbai,Coreia do Sul,Outros
1929,Loja 1929,Casablanca,Estados Unidos,Oeste
1930,Loja 1930,Damasco,México,Centro
1931,Loja 1931,Yangon,Estados Unidos,Sul
1932,Loja 1932,Osaka,Brasil,Nordeste
1933,Loja 1933,Buenos Aires,Japão,Outros
1934,Loja 1934,Londres,Turquia,Outros
1935,Loja 1935,Cingapura,Espanha,Outros
1936,Loja 1936,Istambul,Itália,Outros
1937,Loja 1937,Tóquio,Peru,Outros
1938,Loja 1938,São Paulo,Austrália,Outros
1939,Loja 1939,Katmandu,França,Outros
1940,Loja 1940,Islamabad,Reino Unido,Outros
1941,Loja 1941,Katmandu,Japão,Outros
1942,Loja 1942,Cidade do México,Turquia,Outros
1943,Loja 1943,Paris,Austrália,Outros
1944,Loja 1944,Mumbai,Coreia do Sul,Outros
1945,Loja 1945,São Paulo,Turquia,Outros
1946,Loja 1946,Trípoli,Portugal,Outros
1947,Loja 1947,Seul,Turquia,Outros
1948,Loja 1948,Seul,México,Sudeste
1949,Loja 1949,Seul,Brasil,Centro-Oeste
1950,Loja 1950,Teerã,Portugal,Outros
1951,Loja 1951,Cabul,Peru,Outros
1952,Loja 1952,Istambul,Portugal,Outros
1953,Loja 1953,Jacarta,Espanha,Outros
1954,Loja 1954,Buenos Aires,China,Outros
1955,Loja 1955,Santiago,Índia,Outros
1956,Loja 1956,Rio de Janeiro,México,Centro
1957,Loja 1957,Bagdá,Peru,Outros
1958,Loja 1958,Moscou,Reino Unido,Outros
1959,Loja 1959,Osaka,Brasil,Norte
1960,Loja 1960,Teerã,Portugal,Outros
1961,Loja 1961,Damasco,Peru,Outros
1962,Loja 1962,Pequim,Reino Unido,Outros
1963,Loja 1963,Lima,China,Outros
1964,Loja 1964,Madri,Reino Unido,Outros
1965,Loja 1965,Cingapura,Coreia do Sul,Outros
1966,Loja 1966,Sydney,Índia,Outros
1967,Loja 1967,Kuala Lumpur,Coreia do Sul,Outros
1968,Loja 1968,Sydney,Chile,Outros
1969,Loja 1969,Phnom Penh,Rússia,Outros
1970,Loja 1970,Doha,Portugal,Outros
1971,Loja 1971,Nova York,Japão,Outros
1972,Loja 1972,Trípoli,Índia,Outros
1973,Loja 1973,Seul,Espanha,Outros
1974,Loja 1974,Jerusalém,Portugal,Outros
1975,Loja 1975,Lagos,Alemanha,Outros
1976,Loja 1976,Doha,Austrália,Outros
1977,Loja 1977,Jacarta,Argentina,Outros
1978,Loja 1978,Mumbai,Peru,Outros
1979,Loja 1979,Nairobi,Peru,Outros
1980,Loja 1980,Sydney,França,Outros
1981,Loja 1981,Hanói,China,Outros
1982,Loja 1982,Mumbai,México,Sul
1983,Loja 1983,Buenos Aires,Estados Unidos,Oeste
1984,Loja 1984,Riyadh,França,Outros
1985,Loja 1985,Manila,Japão,Outros
1986,Loja 1986,Túnis,Brasil,Norte
1987,Loja 1987,Buenos Aires,Coreia do Sul,Outros
1988,Loja 1988,Doha,França,Outros
1989,Loja 1989,Beirute,Rússia,Outros
1990,Loja 1990,Sydney,Alemanha,Outros
1991,Loja 1991,Argel,Austrália,Outros
1992,Loja 1992,Casablanca,Índia,Outros
1993,Loja 1993,Seul,China,Outros
1994,Loja 1994,Colombo,Itália,Outros
1995,Loja 1995,São Paulo,Rússia,Outros
1996,Loja 1996,Amã,Japão,Outros
1997,Loja 1997,São Paulo,Canadá,Quebec
1998,Loja 1998,Hong Kong,França,Outros
1999,Loja 1999,Cidade do México,Índia,Outros
2000,Loja 2000,Argel,Espanha,Outros
2001,Loja 2001,Buenos Aires,Reino Unido,Outros
2002,Loja 2002,Hong Kong,Rússia,Outros
2003,Loja 2003,Nairobi,Canadá,Alberta
2004,Loja 2004,Lagos,Itália,Outros
2005,Loja 2005,Paris,França,Outros
2006,Loja 2006,Nairobi,Estados Unidos,Meio-Oeste
2007,Loja 2007,Doha,China,Outros
2008,Loja 2008,Los Angeles,Canadá,Quebec
2009,Loja 2009,Bangkok,Coreia do Sul,Outros
2010,Loja 2010,Beirute,Itália,Outros
2011,Loja 2011,Nova York,China,Outros
2012,Loja 2012,Abu Dhabi,Peru,Outros
2013,Loja 2013,Taipei,Austrália,Outros
2014,Loja 2014,Túnis,França,Outros
2015,Loja 2015,Roma,Estados Unidos,Nordeste
2016,Loja 2016,Toronto,Reino Unido,Outros
2017,Loja 2017,Doha,Portugal,Outros
2018,Loja 2018,Paris,Alemanha,Outros
2019,Loja 2019,Jacarta,Austrália,Outros
2020,Loja 2020,Lima,Reino Unido,Outros
2021,Loja 2021,Cairo,Chile,Outros
2022,Loja 2022,Hanói,México,Sudeste
2023,Loja 2023,Moscou,Chile,Outros
2024,Loja 2024,Madri,Índia,Outros
2025,Loja 2025,Kuala Lumpur,Chile,Outros
2026,Loja 2026,Seul,Espanha,Outros
2027,Loja 2027,Argel,Rússia,Outros
2028,Loja 2028,Kyoto,Estados Unidos,Oeste
2029,Loja 2029,Kinshasa,Japão,Outros
2030,Loja 2030,Trípoli,Canadá,Manitoba
2031,Loja 2031,Hanói,Rússia,Outros
2032,Loja 2032,Los Angeles,Canadá,Ontário
2033,Loja 2033,Osaka,Japão,Outros
2034,Loja 2034,Trípoli,Turquia,Outros
2035,Loja 2035,Jerusalém,China,Outros
2036,Loja 2036,Istambul,México,Norte
2037,Loja 2037,Doha,Brasil,Norte
2038,Loja 2038,Manila,México,Sudeste
2039,Loja 2039,Taipei,Alemanha,Outros
2040,Loja 2040,Riyadh,Portugal,Outros
2041,Loja 2041,Cairo,Peru,Outros
2042,Loja 2042,São Paulo,Rússia,Outros
2043,Loja 2043,Islamabad,México,Norte
2044,Loja 2044,Cabul,Peru,Outros
2045,Loja 2045,Damasco,Turquia,Outros
2046,Loja 2046,Kinshasa,Turquia,Outros
2047,Loja 2047,Phnom Penh,Canadá,Alberta
2048,Loja 2048,Hanói,Japão,Outros
2049,Loja 2049,Osaka,Espanha,Outros
2050,Loja 2050,Seul,Rússia,Outros
2051,Loja 2051,Sydney,Argentina,Outros
2052,Loja 2052,Rio de Janeiro,México,Sul
2053,Loja 2053,São Paulo,Reino Unido,Outros
2054,Loja 2054,Jerusalém,Canadá,Ontário
2055,Loja 2055,Hanói,Brasil,Nordeste
2056,Loja 2056,Paris,México,Norte
2057,Loja 2057,Seul,Peru,Outros
2058,Loja 2058,Cingapura,Rússia,Outros
2059,Loja 2059,Tóquio,Coreia do Sul,Outros
2060,Loja 2060,Johannesburg,Espanha,Outros
2061,Loja 2061,Pequim,Argentina,Outros
2062,Loja 2062,Cidade do México,Índia,Outros
2063,Loja 2063,Seul,França,Outros
2064,Loja 2064,Dubai,Turquia,Outros
2065,Loja 2065,Dhaka,Canadá,Quebec
2066,Loja 2066,Kuala Lumpur,Coreia do Sul,Outros
2067,Loja 2067,Bagdá,Estados Unidos,Nordeste
2068,Loja 2068,Cairo,Brasil,Centro-Oeste
2069,Loja 2069,Abu Dhabi,Reino Unido,Outros
2070,Loja 2070,Casablanca,Peru,Outros
2071,Loja 2071,Lagos,Peru,Outros
2072,Loja 2072,Tóquio,Estados Unidos,Noroeste do Pacífico
2073,Loja 2073,Bangkok,Canadá,Colúmbia Britânica
2074,Loja 2074,Bagdá,Peru,Outros
2075,Loja 2075,Roma,Canadá,Colúmbia Britânica
2076,Loja 2076,Cidade do México,Turquia,Outros
2077,Loja 2077,Riyadh,Índia,Outros
2078,Loja 2078,Yangon,Alemanha,Outros
2079,Loja 2079,Buenos Aires,Rússia,Outros
2080,Loja 2080,Sydney,Índia,Outros
2081,Loja 2081,São Paulo,Alemanha,Outros
2082,Loja 2082,Cairo,Japão,Outros
2083,Loja 2083,Islamabad,Espanha,Outros
2084,Loja 2084,Nova Deli,Rússia,Outros
2085,Loja 2085,Paris,Estados Unidos,Nordeste
2086,Loja 2086,Teerã,Rússia,Outros
2087,Loja 2087,Seul,Japão,Outros
2088,Loja 2088,Hanói,Chile,Outros
2089,Loja 2089,Dakar,Peru,Outros
2090,Loja 2090,Trípoli,México,Noroeste
2091,Loja 2091,Moscou,Portugal,Outros
2092,Loja 2092,Túnis,Brasil,Nordeste
2093,Loja 2093,Dhaka,França,Outros
2094,Loja 2094,Sydney,Espanha,Outros
2095,Loja 2095,Beirute,Japão,Outros
2096,Loja 2096,Bogotá,Chile,Outros
2097,Loja 2097,Phnom Penh,Reino Unido,Outros
2098,Loja 2098,Doha,Espanha,Outros
2099,Loja 2099,Katmandu,Canadá,Colúmbia Britânica
2100,Loja 2100,Nairobi,Estados Unidos,Oeste
2101,Loja 2101,Jacarta,Canadá,Quebec
2102,Loja 2102,Colombo,Japão,Outros
2103,Loja 2103,Phnom Penh,Japão,Outros
2104,Loja 2104,Tóquio,Turquia,Outros
2105,Loja 2105,Kyoto,Itália,Outros
2106,Loja 2106,Taipei,Reino Unido,Outros
2107,Loja 2107,Bogotá,China,Outros
2108,Loja 2108,Seul,Rússia,Outros
2109,Loja 2109,Nova Deli,Turquia,Outros
2110,Loja 2110,Mumbai,Austrália,Outros
2111,Loja 2111,Riyadh,Rússia,Outros
2112,Loja 2112,Riyadh,Peru,Outros
2113,Loja 2113,Bangkok,Alemanha,Outros
2114,Loja 2114,Jacarta,Turquia,Outros
2115,Loja 2115,Dhaka,Alemanha,Outros
2116,Loja 2116,Yangon,Índia,Outros
2117,Loja 2117,Yangon,Chile,Outros
2118,Loja 2118,Manila,Austrália,Outros
2119,Loja 2119,Riyadh,Canadá,Colúmbia Britânica
2120,Loja 2120,Kyoto,Portugal,Outros
2121,Loja 2121,Johannesburg,Itália,Outros
2122,Loja 2122,Paris,Rússia,Outros
2123,Loja 2123,Santiago,Portugal,Outros
2124,Loja 2124,Moscou,Rússia,Outros
2125,Loja 2125,Johannesburg,Japão,Outros
2126,Loja 2126,São Paulo,Reino Unido,Outros
2127,Loja 2127,Bogotá,Brasil,Norte
2128,Loja 2128,Osaka,Índia,Outros
2129,Loja 2129,Jacarta,Canadá,Quebec
2130,Loja 2130,Casablanca,México,Norte
2131,Loja 2131,Bagdá,Argentina,Outros
2132,Loja 2132,Bagdá,Espanha,Outros
2133,Loja 2133,Tóquio,Austrália,Outros
2134,Loja 2134,Madri,Austrália,Outros
2135,Loja 2135,São Paulo,Índia,Outros
2136,Loja 2136,Dakar,Austrália,Outros
2137,Loja 2137,Nairobi,Chile,Outros
2138,Loja 2138,Roma,Rússia,Outros
2139,Loja 2139,Abu Dhabi,Estados Unidos,Oeste
2140,Loja 2140,Hong Kong,Austrália,Outros
2141,Loja 2141,Nairobi,Coreia do Sul,Outros
2142,Loja 2142,Los Angeles,Chile,Outros
2143,Loja 2143,Madri,Austrália,Outros
2144,Loja 2144,Seul,China,Outros
2145,Loja 2145,Roma,França,Outros
2146,Loja 2146,Beirute,Canadá,Quebec
2147,Loja 2147,Kuala Lumpur,França,Outros
2148,Loja 2148,Argel,Rússia,Outros
2149,Loja 2149,Dubai,Alemanha,Outros
2150,Loja 2150,Lagos,Austrália,Outros
2151,Loja 2151,Sydney,China,Outros
2152,Loja 2152,Berlim,Canadá,Quebec
2153,Loja 2153,Tóquio,Canadá,Manitoba
2154,Loja 2154,Abu Dhabi,Reino Unido,Outros
2155,Loja 2155,Dakar,Brasil,Sudeste
2156,Loja 2156,Los Angeles,Itália,Outros
2157,Loja 2157,Teerã,México,Sudeste
2158,Loja 2158,Dubai,Brasil,Sul
2159,Loja 2159,Nova Deli,Índia,Outros
2160,Loja 2160,Jacarta,Argentina,Outros
2161,Loja 2161,Damasco,China,Outros
2162,Loja 2162,Bogotá,Rússia,Outros
2163,Loja 2163,Túnis,México,Sudeste
2164,Loja 2164,Amã,Brasil,Sudeste
2165,Loja 2165,Katmandu,Estados Unidos,Sul
2166,Loja 2166,Bangkok,Austrália,Outros
2167,Loja 2167,Londres,Canadá,Alberta
2168,Loja 2168,Túnis,Alemanha,Outros
2169,Loja 2169,Jacarta,Índia,Outros
2170,Loja 2170,Lagos,Estados Unidos,Noroeste do Pacífico
2171,Loja 2171,Jerusalém,Estados Unidos,Oeste
2172,Loja 2172,Kyoto,Chile,Outros
2173,Loja 2173,Seul,Índia,Outros
2174,Loja 2174,Argel,França,Outros
2175,Loja 2175,Seul,Japão,Outros
2176,Loja 2176,Amã,Reino Unido,Outros
2177,Loja 2177,Colombo,Estados Unidos,Noroeste do Pacífico
2178,Loja 2178,Moscou,Brasil,Centro-Oeste
2179,Loja 2179,Londres,Reino Unido,Outros
2180,Loja 2180,Colombo,Coreia do Sul,Outros
2181,Loja 2181,Nova Deli,Estados Unidos,Nordeste
2182,Loja 2182,Amã,México,Noroeste
2183,Loja 2183,Cingapura,Brasil,Sul
2184,Loja 2184,Seul,Austrália,Outros
2185,Loja 2185,Paris,China,Outros
2186,Loja 2186,Nairobi,Espanha,Outros
2187,Loja 2187,Bangkok,Alemanha,Outros
2188,Loja 2188,Tóquio,Reino Unido,Outros
2189,Loja 2189,Nova Deli,Brasil,Norte
2190,Loja 2190,Buenos Aires,Reino Unido,Outros
2191,Loja 2191,Riyadh,China,Outros
2192,Loja 2192,Cabul,Estados Unidos,Nordeste
2193,Loja 2193,Manila,Índia,Outros
2194,Loja 2194,Pequim,Alemanha,Outros
2195,Loja 2195,Jerusalém,Portugal,Outros
2196,Loja 2196,Phnom Penh,Austrália,Outros
2197,Loja 2197,Bangkok,Estados Unidos,Nordeste
2198,Loja 2198,Paris,Coreia do Sul,Outros
2199,Loja 2199,Madri,China,Outros
2200,Loja 2200,Dakar,Argentina,Outros
2201,Loja 2201,Damasco,China,Outros
2202,Loja 2202,Kinshasa,Austrália,Outros
2203,Loja 2203,Islamabad,Austrália,Outros
2204,Loja 2204,Casablanca,Austrália,Outros
2205,Loja 2205,Nova Deli,Índia,Outros
2206,Loja 2206,Cairo,Itália,Outros
2207,Loja 2207,Santiago,Peru,Outros
2208,Loja 2208,São Paulo,Chile,Outros
2209,Loja 2209,Cairo,Brasil,Sul
2210,Loja 2210,Islamabad,Alemanha,Outros
2211,Loja 2211,Teerã,Portugal,Outros
2212,Loja 2212,Tóquio,Japão,Outros
2213,Loja 2213,São Paulo,Índia,Outros
2214,Loja 2214,Teerã,Brasil,Sudeste
2215,Loja 2215,Johannesburg,Coreia do Sul,Outros
2216,Loja 2216,Beirute,França,Outros
2217,Loja 2217,Lima,Turquia,Outros
2218,Loja 2218,Phnom Penh,Coreia do Sul,Outros
2219,Loja 2219,Nova York,Rússia,Outros
2220,Loja 2220,Cidade do México,Índia,Outros
2221,Loja 2221,Roma,Espanha,Outros
2222,Loja 2222,Manila,Turquia,Outros
2223,Loja 2223,Riyadh,Argentina,Outros
2224,Loja 2224,Trípoli,Portugal,Outros
2225,Loja 2225,Cairo,Austrália,Outros
2226,Loja 2226,Madri,Austrália,Outros
2227,Loja 2227,Santiago,Estados Unidos,Noroeste do Pacífico
2228,Loja 2228,Seul,Argentina,Outros
2229,Loja 2229,Nairobi,Brasil,Norte
2230,Loja 2230,Phnom Penh,Peru,Outros
2231,Loja 2231,Hong Kong,Chile,Outros
2232,Loja 2232,Teerã,México,Norte
2233,Loja 2233,Yangon,Coreia do Sul,Outros
2234,Loja 2234,Moscou,México,Noroeste
2235,Loja 2235,Buenos Aires,Rússia,Outros
2236,Loja 2236,Cabul,Rússia,Outros
2237,Loja 2237,Sydney,China,Outros
2238,Loja 2238,Bangkok,Turquia,Outros
2239,Loja 2239,Lima,Rússia,Outros
2240,Loja 2240,Riyadh,Reino Unido,Outros
2241,Loja 2241,Seul,Portugal,Outros
2242,Loja 2242,Jacarta,México,Sul
2243,Loja 2243,Teerã,Chile,Outros
2244,Loja 2244,Roma,Rússia,Outros
2245,Loja 2245,Cabul,França,Outros
2246,Loja 2246,Taipei,Estados Unidos,Noroeste do Pacífico
2247,Loja 2247,Nairobi,Turquia,Outros
2248,Loja 2248,Cingapura,Itália,Outros
2249,Loja 2249,Túnis,Turquia,Outros
2250,Loja 2250,Berlim,Rússia,Outros
2251,Loja 2251,Kyoto,Índia,Outros
2252,Loja 2252,Tóquio,Canadá,Alberta
2253,Loja 2253,Cairo,China,Outros
2254,Loja 2254,Paris,México,Sul
2255,Loja 2255,Yangon,Coreia do Sul,Outros
2256,Loja 2256,Kyoto,Argentina,Outros
2257,Loja 2257,Bagdá,Índia,Outros
2258,Loja 2258,Madri,Chile,Outros
2259,Loja 2259,Lima,Estados Unidos,Meio-Oeste
2260,Loja 2260,Doha,Portugal,Outros
2261,Loja 2261,Roma,Espanha,Outros
2262,Loja 2262,Tóquio,Índia,Outros
2263,Loja 2263,Buenos Aires,China,Outros
2264,Loja 2264,Cairo,Itália,Outros
2265,Loja 2265,Jerusalém,Espanha,Outros
2266,Loja 2266,Johannesburg,Portugal,Outros
2267,Loja 2267,Moscou,China,Outros
2268,Loja 2268,Dhaka,Itália,Outros
2269,Loja 2269,Bangkok,Canadá,Quebec
2270,Loja 2270,Tóquio,Estados Unidos,Meio-Oeste
2271,Loja 2271,Dakar,Japão,Outros
2272,Loja 2272,Katmandu,Alemanha,Outros
2273,Loja 2273,Dhaka,Coreia do Sul,Outros
2274,Loja 2274,Madri,Brasil,Centro-Oeste
2275,Loja 2275,Tóquio,Brasil,Centro-Oeste
2276,Loja 2276,Istambul,Estados Unidos,Oeste
2277,Loja 2277,Cabul,Japão,Outros
2278,Loja 2278,Bogotá,Estados Unidos,Oeste
2279,Loja 2279,Pequim,Estados Unidos,Nordeste
2280,Loja 2280,Istambul,Austrália,Outros
2281,Loja 2281,Cidade do México,Chile,Outros
2282,Loja 2282,Teerã,Alemanha,Outros
2283,Loja 2283,Cairo,Canadá,Ontário
2284,Loja 2284,Katmandu,Coreia do Sul,Outros
2285,Loja 2285,Istambul,Canadá,Alberta
2286,Loja 2286,Colombo,Chile,Outros
2287,Loja 2287,Hanói,Alemanha,Outros
2288,Loja 2288,Berlim,Portugal,Outros
2289,Loja 2289,Rio de Janeiro,Chile,Outros
2290,Loja 2290,Kuala Lumpur,Turquia,Outros
2291,Loja 2291,Nairobi,México,Sudeste
2292,Loja 2292,Dubai,França,Outros
2293,Loja 2293,Kuala Lumpur,Brasil,Sudeste
2294,Loja 2294,Dhaka,Turquia,Outros
2295,Loja 2295,Bagdá,Coreia do Sul,Outros
2296,Loja 2296,Colombo,Argentina,Outros
2297,Loja 2297,Jacarta,Espanha,Outros
2298,Loja 2298,Trípoli,Alemanha,Outros
2299,Loja 2299,Cingapura,França,Outros
2300,Loja 2300,Jacarta,Turquia,Outros
2301,Loja 2301,Tóquio,Índia,Outros
2302,Loja 2302,São Paulo,Argentina,Outros
2303,Loja 2303,Los Angeles,Brasil,Norte
2304,Loja 2304,Hong Kong,Reino Unido,Outros
2305,Loja 2305,São Paulo,Turquia,Outros
2306,Loja 2306,Manila,Turquia,Outros
2307,Loja 2307,São Paulo,Coreia do Sul,Outros
2308,Loja 2308,Nova York,Alemanha,Outros
2309,Loja 2309,Lima,Turquia,Outros
2310,Loja 2310,Seul,Austrália,Outros
2311,Loja 2311,Seul,Itália,Outros
2312,Loja 2312,Bagdá,Turquia,Outros
2313,Loja 2313,Colombo,Portugal,Outros
2314,Loja 2314,Nova York,França,Outros
2315,Loja 2315,Buenos Aires,Itália,Outros
2316,Loja 2316,Madri,França,Outros
2317,Loja 2317,São Paulo,Japão,Outros
2318,Loja 2318,Mumbai,Japão,Outros
2319,Loja 2319,Dubai,Chile,Outros
2320,Loja 2320,Santiago,Portugal,Outros
2321,Loja 2321,Dubai,Alemanha,Outros
2322,Loja 2322,Dakar,Reino Unido,Outros
